year,state_fips,k,u_k,earnwke_q
2015,55,23,0.9,1634.61
2015,55,24,0.94,1923.7813513630972
2015,55,25,0.98,2790.963916071111
2015,56,1,0.02,80.0
2015,56,2,0.06,172.10259325303667
2015,56,3,0.1,240.0
2015,56,4,0.14,304.8603523852043
2015,56,5,0.18,360.0
2015,56,6,0.22,400.0
2015,56,7,0.26,441.74086738823837
2015,56,8,0.3,480.0
2015,56,9,0.34,523.6206839116247
2015,56,10,0.38,576.92
2015,56,11,0.42,600.0
2015,56,12,0.46,653.84
2015,56,13,0.5,717.3582835666305
2015,56,14,0.54,760.0
2015,56,15,0.58,800.0
2015,56,16,0.62,880.0
2015,56,17,0.66,961.0
2015,56,18,0.7,1020.0
2015,56,19,0.74,1120.0
2015,56,20,0.78,1230.76
2015,56,21,0.82,1346.15
2015,56,22,0.86,1519.2950808098353
2015,56,23,0.9,1728.7994308798118
2015,56,24,0.94,2086.515626008694
2015,56,25,0.98,2884.61
2019,1,1,0.02,133.5884439443131
2019,1,2,0.06,225.0
2019,1,3,0.1,307.39895971346795
2019,1,4,0.14,366.1847220162983
2019,1,5,0.18,415.36764830473663
2019,1,6,0.22,461.53
2019,1,7,0.26,500.0
2019,1,8,0.3,550.4136551235252
2019,1,9,0.34,590.7739687908759
2019,1,10,0.38,615.9706328274383
2019,1,11,0.42,673.0
2019,1,12,0.46,720.0
2019,1,13,0.5,769.0
2019,1,14,0.54,807.0
2019,1,15,0.58,866.0157338027682
2019,1,16,0.62,942.3
2019,1,17,0.66,1000.0
2019,1,18,0.7,1076.0
2019,1,19,0.74,1153.84
2019,1,20,0.78,1250.0
2019,1,21,0.82,1399.3010712739072
2019,1,22,0.86,1538.0
2019,1,23,0.9,1810.8400094299445
2019,1,24,0.94,2211.53
2019,1,25,0.98,2884.61
2019,2,1,0.02,100.0
2019,2,2,0.06,230.0
2019,2,3,0.1,300.0
2019,2,4,0.14,369.23
2019,2,5,0.18,420.0
2019,2,6,0.22,480.0
2019,2,7,0.26,520.0
2019,2,8,0.3,576.0
2019,2,9,0.34,600.0
2019,2,10,0.38,673.0
2019,2,11,0.42,740.0
2019,2,12,0.46,800.0
2019,2,13,0.5,865.38
2019,2,14,0.54,932.8376290086558
2019,2,15,0.58,1000.0
2019,2,16,0.62,1061.3151610808184
2019,2,17,0.66,1153.84
2019,2,18,0.7,1250.0
2019,2,19,0.74,1346.15
2019,2,20,0.78,1500.0
2019,2,21,0.82,1615.2966874023218
2019,2,22,0.86,1826.92
2019,2,23,0.9,2000.0
2019,2,24,0.94,2307.69
2019,2,25,0.98,2884.61
2019,4,1,0.02,120.0
2019,4,2,0.06,200.0
2019,4,3,0.1,275.0
2019,4,4,0.14,350.0
2019,4,5,0.18,400.0
2019,4,6,0.22,450.0
2019,4,7,0.26,500.0
2019,4,8,0.3,542.9638329014688
2019,4,9,0.34,595.6459789465894
2019,4,10,0.38,625.0594431737165
2019,4,11,0.42,673.07
2019,4,12,0.46,720.0
2019,4,13,0.5,769.0
2019,4,14,0.54,819.8899829978069
2019,4,15,0.58,884.3793597543145
2019,4,16,0.62,961.0
2019,4,17,0.66,1027.9637334550673
2019,4,18,0.7,1115.38
2019,4,19,0.74,1211.53
2019,4,20,0.78,1346.0
2019,4,21,0.82,1445.2831567256524
2019,4,22,0.86,1625.3318075310096
2019,4,23,0.9,1923.0609092715135
2019,4,24,0.94,2307.69
2019,4,25,0.98,2884.61
2019,5,1,0.02,109.9524065208882
2019,5,2,0.06,200.0
2019,5,3,0.1,270.0
2019,5,4,0.14,340.0
2019,5,5,0.18,384.0
2019,5,6,0.22,404.5537800625067
2019,5,7,0.26,460.0
2019,5,8,0.3,500.0
2019,5,9,0.34,540.0
2019,5,10,0.38,578.0253026031329
2019,5,11,0.42,607.123989583467
2019,5,12,0.46,662.8811560945356
2019,5,13,0.5,711.0
2019,5,14,0.54,756.6694265978334
2019,5,15,0.58,807.0
2019,5,16,0.62,865.4817673328804
2019,5,17,0.66,932.1228306633758
2019,5,18,0.7,1000.0
2019,5,19,0.74,1120.0
2019,5,20,0.78,1206.0864450762674
2019,5,21,0.82,1346.15
2019,5,22,0.86,1500.0
2019,5,23,0.9,1730.76
2019,5,24,0.94,2034.0804072828232
2019,5,25,0.98,2884.0
2019,6,1,0.02,138.46
2019,6,2,0.06,240.0
2019,6,3,0.1,324.52822755429304
2019,6,4,0.14,400.0
2019,6,5,0.18,450.0
2019,6,6,0.22,500.0
2019,6,7,0.26,540.0
2019,6,8,0.3,590.0
2019,6,9,0.34,625.0
2019,6,10,0.38,680.0
2019,6,11,0.42,720.0
2019,6,12,0.46,780.0
2019,6,13,0.5,845.0
2019,6,14,0.54,923.0
2019,6,15,0.58,1000.0
2019,6,16,0.62,1080.0
2019,6,17,0.66,1173.07
2019,6,18,0.7,1307.69
2019,6,19,0.74,1450.0
2019,6,20,0.78,1615.38
2019,6,21,0.82,1846.1408084592208
2019,6,22,0.86,2115.0
2019,6,23,0.9,2403.0
2019,6,24,0.94,2884.61
2019,6,25,0.98,2884.61
2019,8,1,0.02,113.44483289692508
2019,8,2,0.06,238.86529483024154
2019,8,3,0.1,307.30253686398964
2019,8,4,0.14,400.0
2019,8,5,0.18,475.6777590040851
2019,8,6,0.22,519.0
2019,8,7,0.26,576.0
2019,8,8,0.3,600.0
2019,8,9,0.34,666.4038093129112
2019,8,10,0.38,693.6095424091947
2019,8,11,0.42,754.1494297766104
2019,8,12,0.46,800.0
2019,8,13,0.5,865.0
2019,8,14,0.54,923.07
2019,8,15,0.58,1000.0
2019,8,16,0.62,1057.69
2019,8,17,0.66,1153.84
2019,8,18,0.7,1260.102368263606
2019,8,19,0.74,1400.0
2019,8,20,0.78,1538.46
2019,8,21,0.82,1732.4520028180925
2019,8,22,0.86,1994.4208298474152
2019,8,23,0.9,2307.0
2019,8,24,0.94,2788.46
2019,8,25,0.98,2884.61
2019,9,1,0.02,88.0
2019,9,2,0.06,173.2660074299812
2019,9,3,0.1,263.1326101977353
2019,9,4,0.14,350.0
2019,9,5,0.18,401.1234877002069
2019,9,6,0.22,477.0445357789458
2019,9,7,0.26,520.0
2019,9,8,0.3,576.0
2019,9,9,0.34,610.0
2019,9,10,0.38,680.0
2019,9,11,0.42,760.0
2019,9,12,0.46,800.0
2019,9,13,0.5,875.6186654511282
2019,9,14,0.54,961.53
2019,9,15,0.58,1055.0087662173
2019,9,16,0.62,1153.1476391282508
2019,9,17,0.66,1250.0
2019,9,18,0.7,1384.61
2019,9,19,0.74,1514.6174900497142
2019,9,20,0.78,1662.4865331111064
2019,9,21,0.82,1863.813574345095
2019,9,22,0.86,2000.0
2019,9,23,0.9,2359.7331335860626
2019,9,24,0.94,2884.61
2019,9,25,0.98,2884.61
2019,10,1,0.02,127.09910524236025
2019,10,2,0.06,201.1862157138632
2019,10,3,0.1,301.3005323227174
2019,10,4,0.14,384.61
2019,10,5,0.18,440.0
2019,10,6,0.22,480.0
2019,10,7,0.26,525.0
2019,10,8,0.3,576.0
2019,10,9,0.34,600.0
2019,10,10,0.38,646.3078205660549
2019,10,11,0.42,680.0
2019,10,12,0.46,736.7829310309135
2019,10,13,0.5,787.5957421115978
2019,10,14,0.54,824.070192121124
2019,10,15,0.58,900.0
2019,10,16,0.62,990.0
2019,10,17,0.66,1021.0110352823821
2019,10,18,0.7,1120.0
2019,10,19,0.74,1200.0
2019,10,20,0.78,1307.69
2019,10,21,0.82,1442.3
2019,10,22,0.86,1634.2782049338775
2019,10,23,0.9,1883.6147339919603
2019,10,24,0.94,2148.758067089529
2019,10,25,0.98,2884.61
2019,11,1,0.02,171.27617313628963
2019,11,2,0.06,300.0
2019,11,3,0.1,399.1087306444542
2019,11,4,0.14,500.0
2019,11,5,0.18,600.0
2019,11,6,0.22,700.0
2019,11,7,0.26,800.0
2019,11,8,0.3,946.3545266753656
2019,11,9,0.34,1000.0
2019,11,10,0.38,1115.38
2019,11,11,0.42,1192.3
2019,11,12,0.46,1250.0
2019,11,13,0.5,1346.15
2019,11,14,0.54,1442.3
2019,11,15,0.58,1538.46
2019,11,16,0.62,1634.61
2019,11,17,0.66,1730.76
2019,11,18,0.7,1923.0
2019,11,19,0.74,2082.4519499015023
2019,11,20,0.78,2307.69
2019,11,21,0.82,2500.0
2019,11,22,0.86,2692.3
2019,11,23,0.9,2884.61
2019,11,24,0.94,2884.61
2019,11,25,0.98,2884.61
2019,12,1,0.02,146.55621635986145
2019,12,2,0.06,230.76
2019,12,3,0.1,300.0
2019,12,4,0.14,360.0
2019,12,5,0.18,400.0
2019,12,6,0.22,450.0
2019,12,7,0.26,480.76
2019,12,8,0.3,520.0
2019,12,9,0.34,560.0
2019,12,10,0.38,600.0
2019,12,11,0.42,640.0
2019,12,12,0.46,692.0
2019,12,13,0.5,750.0
2019,12,14,0.54,795.9365433500257
2019,12,15,0.58,855.0
2019,12,16,0.62,923.0
2019,12,17,0.66,990.5627321506925
2019,12,18,0.7,1076.0
2019,12,19,0.74,1153.84
2019,12,20,0.78,1283.6883680943206
2019,12,21,0.82,1442.0
2019,12,22,0.86,1600.0
2019,12,23,0.9,1923.0
2019,12,24,0.94,2307.69
2019,12,25,0.98,2884.61
2019,13,1,0.02,137.83179413757242
2019,13,2,0.06,240.0
2019,13,3,0.1,323.1365694261779
2019,13,4,0.14,384.54260479231243
2019,13,5,0.18,420.0
2019,13,6,0.22,474.88939069445036
2019,13,7,0.26,500.0
2019,13,8,0.3,557.0
2019,13,9,0.34,600.0
2019,13,10,0.38,625.6861037111464
2019,13,11,0.42,680.0
2019,13,12,0.46,720.0
2019,13,13,0.5,769.23
2019,13,14,0.54,840.2860749623201
2019,13,15,0.58,919.2008832118728
2019,13,16,0.62,989.4651397165582
2019,13,17,0.66,1054.9505334083608
2019,13,18,0.7,1153.0
2019,13,19,0.74,1249.0681895257978
2019,13,20,0.78,1346.0
2019,13,21,0.82,1442.3
2019,13,22,0.86,1692.2291202069332
2019,13,23,0.9,2000.0
2019,13,24,0.94,2500.0
2019,13,25,0.98,2884.61
2019,15,1,0.02,114.9614816845729
2019,15,2,0.06,210.0
2019,15,3,0.1,300.0
2019,15,4,0.14,383.498516030957
2019,15,5,0.18,440.0
2019,15,6,0.22,480.0
2019,15,7,0.26,520.0
2019,15,8,0.3,570.0
2019,15,9,0.34,600.0
2019,15,10,0.38,650.0
2019,15,11,0.42,692.3
2019,15,12,0.46,750.0
2019,15,13,0.5,807.69
2019,15,14,0.54,869.3020480996247
2019,15,15,0.58,923.07
2019,15,16,0.62,1000.0
2019,15,17,0.66,1076.0
2019,15,18,0.7,1153.84
2019,15,19,0.74,1250.0
2019,15,20,0.78,1384.61
2019,15,21,0.82,1538.0
2019,15,22,0.86,1730.76
2019,15,23,0.9,1950.3631806527094
2019,15,24,0.94,2403.0
2019,15,25,0.98,2884.61
2019,16,1,0.02,87.64311139215842
2019,16,2,0.06,165.43647694458087
2019,16,3,0.1,248.13023660447382
2019,16,4,0.14,312.09205689150195
2019,16,5,0.18,375.0
2019,16,6,0.22,420.0
2019,16,7,0.26,468.0
2019,16,8,0.3,500.0
2019,16,9,0.34,546.8497481067734
2019,16,10,0.38,594.7982094119068
2019,16,11,0.42,623.652176930488
2019,16,12,0.46,671.3936341579073
2019,16,13,0.5,700.0
2019,16,14,0.54,752.0
2019,16,15,0.58,800.0
2019,16,16,0.62,875.0
2019,16,17,0.66,945.2154356491551
2019,16,18,0.7,1014.4721324766145
2019,16,19,0.74,1109.8553046824304
2019,16,20,0.78,1200.0
2019,16,21,0.82,1346.15
2019,16,22,0.86,1536.8246948227027
2019,16,23,0.9,1730.76
2019,16,24,0.94,2050.0
2019,16,25,0.98,2884.61
2019,17,1,0.02,99.0
2019,17,2,0.06,200.0
2019,17,3,0.1,288.46
2019,17,4,0.14,360.0
2019,17,5,0.18,416.47375212246504
2019,17,6,0.22,480.0
2019,17,7,0.26,520.0
2019,17,8,0.3,576.4737195440346
2019,17,9,0.34,623.3914171260392
2019,17,10,0.38,680.0
2019,17,11,0.42,738.46
2019,17,12,0.46,800.0
2019,17,13,0.5,865.0
2019,17,14,0.54,923.07
2019,17,15,0.58,1000.0
2019,17,16,0.62,1080.3837267112563
2019,17,17,0.66,1153.84
2019,17,18,0.7,1250.0
2019,17,19,0.74,1365.3592541481507
2019,17,20,0.78,1500.0
2019,17,21,0.82,1635.063111679008
2019,17,22,0.86,1921.6852990879393
2019,17,23,0.9,2115.38
2019,17,24,0.94,2750.0
2019,17,25,0.98,2884.61
2019,18,1,0.02,102.0
2019,18,2,0.06,192.0
2019,18,3,0.1,276.0
2019,18,4,0.14,350.0
2019,18,5,0.18,405.092045364159
2019,18,6,0.22,465.5
2019,18,7,0.26,507.0
2019,18,8,0.3,545.5839353202011
2019,18,9,0.34,586.5220641086704
2019,18,10,0.38,609.3834313713912
2019,18,11,0.42,673.0
2019,18,12,0.46,720.0
2019,18,13,0.5,770.0
2019,18,14,0.54,826.0
2019,18,15,0.58,878.1078054618209
2019,18,16,0.62,924.4854591036628
2019,18,17,0.66,1000.0
2019,18,18,0.7,1076.4798800968024
2019,18,19,0.74,1160.55674025506
2019,18,20,0.78,1256.9370032622749
2019,18,21,0.82,1400.0
2019,18,22,0.86,1509.1910545016713
2019,18,23,0.9,1730.76
2019,18,24,0.94,2057.69
2019,18,25,0.98,2884.61
2019,19,1,0.02,77.4736410707822
2019,19,2,0.06,150.0
2019,19,3,0.1,234.39339864899785
2019,19,4,0.14,318.5921744611055
2019,19,5,0.18,400.0
2019,19,6,0.22,450.0
2019,19,7,0.26,492.0
2019,19,8,0.3,540.0
2019,19,9,0.34,584.8841777935555
2019,19,10,0.38,626.1468266914972
2019,19,11,0.42,673.07
2019,19,12,0.46,713.8631938463924
2019,19,13,0.5,760.5016235335289
2019,19,14,0.54,800.0
2019,19,15,0.58,865.38
2019,19,16,0.62,923.07
2019,19,17,0.66,1000.0
2019,19,18,0.7,1084.6578425348096
2019,19,19,0.74,1155.0
2019,19,20,0.78,1291.422299587608
2019,19,21,0.82,1400.0
2019,19,22,0.86,1538.0
2019,19,23,0.9,1730.76
2019,19,24,0.94,2082.02033934702
2019,19,25,0.98,2884.61
2019,20,1,0.02,96.00505609366097
2019,20,2,0.06,190.77560333410003
2019,20,3,0.1,285.0
2019,20,4,0.14,350.0
2019,20,5,0.18,400.0
2019,20,6,0.22,460.2744989627143
2019,20,7,0.26,500.0
2019,20,8,0.3,550.8991032616362
2019,20,9,0.34,597.2
2019,20,10,0.38,615.38
2019,20,11,0.42,672.784594106377
2019,20,12,0.46,713.0413226127818
2019,20,13,0.5,760.0
2019,20,14,0.54,800.0
2019,20,15,0.58,852.4937304760734
2019,20,16,0.62,920.0
2019,20,17,0.66,961.53
2019,20,18,0.7,1038.46
2019,20,19,0.74,1150.4763810530183
2019,20,20,0.78,1240.0
2019,20,21,0.82,1384.8807389789922
2019,20,22,0.86,1547.5261566583392
2019,20,23,0.9,1846.0301411873938
2019,20,24,0.94,2307.0
2019,20,25,0.98,2884.61
2019,21,1,0.02,104.01079395580781
2019,21,2,0.06,200.0
2019,21,3,0.1,270.0
2019,21,4,0.14,325.48306796635694
2019,21,5,0.18,384.0
2019,21,6,0.22,415.04985572966115
2019,21,7,0.26,480.0
2019,21,8,0.3,525.0
2019,21,9,0.34,560.0
2019,21,10,0.38,600.0
2019,21,11,0.42,640.0
2019,21,12,0.46,680.0
2019,21,13,0.5,730.76
2019,21,14,0.54,769.23
2019,21,15,0.58,825.7671196846361
2019,21,16,0.62,900.3489746805939
2019,21,17,0.66,961.53
2019,21,18,0.7,1039.1016036692074
2019,21,19,0.74,1153.0
2019,21,20,0.78,1230.76
2019,21,21,0.82,1346.15
2019,21,22,0.86,1511.4437797790383
2019,21,23,0.9,1730.76
2019,21,24,0.94,2091.245852110256
2019,21,25,0.98,2884.61
2019,22,1,0.02,109.92113445809349
2019,22,2,0.06,200.0
2019,22,3,0.1,276.16796592655834
2019,22,4,0.14,340.0
2019,22,5,0.18,390.0
2019,22,6,0.22,428.6048945966037
2019,22,7,0.26,480.0
2019,22,8,0.3,520.0
2019,22,9,0.34,570.0
2019,22,10,0.38,600.0
2019,22,11,0.42,640.0
2019,22,12,0.46,692.0
2019,22,13,0.5,750.0
2019,22,14,0.54,800.0
2019,22,15,0.58,865.0
2019,22,16,0.62,923.07
2019,22,17,0.66,1000.0
2019,22,18,0.7,1080.0
2019,22,19,0.74,1170.0
2019,22,20,0.78,1307.69
2019,22,21,0.82,1442.0
2019,22,22,0.86,1600.0
2019,22,23,0.9,1894.883497691078
2019,22,24,0.94,2309.682079976184
2019,22,25,0.98,2884.61
2019,23,1,0.02,100.0
2019,23,2,0.06,176.0
2019,23,3,0.1,260.0
2019,23,4,0.14,330.0
2019,23,5,0.18,400.0
2019,23,6,0.22,454.54279140202567
2019,23,7,0.26,490.0
2019,23,8,0.3,553.84
2019,23,9,0.34,600.0
2019,23,10,0.38,623.3729822805353
2019,23,11,0.42,673.07
2019,23,12,0.46,720.0
2019,23,13,0.5,769.23
2019,23,14,0.54,807.0
2019,23,15,0.58,862.7998334889879
2019,23,16,0.62,900.2454012719626
2019,23,17,0.66,990.0
2019,23,18,0.7,1076.92
2019,23,19,0.74,1153.84
2019,23,20,0.78,1250.0
2019,23,21,0.82,1384.61
2019,23,22,0.86,1536.436442972701
2019,23,23,0.9,1741.9495454945968
2019,23,24,0.94,2086.241648073332
2019,23,25,0.98,2884.61
2019,24,1,0.02,132.1450561878864
2019,24,2,0.06,221.65567884582893
2019,24,3,0.1,320.0
2019,24,4,0.14,392.05003906334764
2019,24,5,0.18,450.0
2019,24,6,0.22,500.0
2019,24,7,0.26,560.0227037060563
2019,24,8,0.3,600.0
2019,24,9,0.34,653.9193636781126
2019,24,10,0.38,732.0838129855683
2019,24,11,0.42,800.0
2019,24,12,0.46,871.3152047914343
2019,24,13,0.5,961.53
2019,24,14,0.54,1040.0
2019,24,15,0.58,1121.1210601616322
2019,24,16,0.62,1230.6066198569868
2019,24,17,0.66,1346.0
2019,24,18,0.7,1440.0
2019,24,19,0.74,1576.92
2019,24,20,0.78,1750.0
2019,24,21,0.82,1923.07
2019,24,22,0.86,2120.0115789929614
2019,24,23,0.9,2500.0
2019,24,24,0.94,2884.61
2019,24,25,0.98,2884.61
2019,25,1,0.02,112.46631865055326
2019,25,2,0.06,225.38287962548668
2019,25,3,0.1,320.0
2019,25,4,0.14,400.0
2019,25,5,0.18,480.0
2019,25,6,0.22,525.0
2019,25,7,0.26,576.92
2019,25,8,0.3,615.38
2019,25,9,0.34,673.164407149342
2019,25,10,0.38,740.0
2019,25,11,0.42,800.0
2019,25,12,0.46,880.0
2019,25,13,0.5,961.53
2019,25,14,0.54,1021.8750209393967
2019,25,15,0.58,1140.0
2019,25,16,0.62,1200.0
2019,25,17,0.66,1307.335604573848
2019,25,18,0.7,1440.329002052142
2019,25,19,0.74,1538.46
2019,25,20,0.78,1700.0
2019,25,21,0.82,1923.0
2019,25,22,0.86,2115.38
2019,25,23,0.9,2500.0
2019,25,24,0.94,2884.61
2019,25,25,0.98,2884.61
2019,26,1,0.02,102.26767105782744
2019,26,2,0.06,192.0
2019,26,3,0.1,253.58630337586138
2019,26,4,0.14,340.7497297454045
2019,26,5,0.18,400.0
2019,26,6,0.22,440.0
2019,26,7,0.26,500.0
2019,26,8,0.3,550.0
2019,26,9,0.34,598.0
2019,26,10,0.38,634.0
2019,26,11,0.42,684.1403914790411
2019,26,12,0.46,738.5044359287583
2019,26,13,0.5,790.0
2019,26,14,0.54,865.0
2019,26,15,0.58,923.07
2019,26,16,0.62,992.0
2019,26,17,0.66,1057.2464059678362
2019,26,18,0.7,1153.84
2019,26,19,0.74,1280.0
2019,26,20,0.78,1384.61
2019,26,21,0.82,1538.46
2019,26,22,0.86,1730.0
2019,26,23,0.9,1938.674563904254
2019,26,24,0.94,2345.890708855819
2019,26,25,0.98,2884.61
2019,27,1,0.02,98.80787877646317
2019,27,2,0.06,203.3340739638441
2019,27,3,0.1,270.0
2019,27,4,0.14,362.70447825450367
2019,27,5,0.18,440.0
2019,27,6,0.22,500.0
2019,27,7,0.26,560.0
2019,27,8,0.3,600.0
2019,27,9,0.34,673.0
2019,27,10,0.38,720.0
2019,27,11,0.42,769.23
2019,27,12,0.46,807.0
2019,27,13,0.5,875.0
2019,27,14,0.54,942.3
2019,27,15,0.58,1000.0
2019,27,16,0.62,1076.0
2019,27,17,0.66,1153.84
2019,27,18,0.7,1250.0
2019,27,19,0.74,1355.0
2019,27,20,0.78,1500.0
2019,27,21,0.82,1634.61
2019,27,22,0.86,1826.92
2019,27,23,0.9,2080.0
2019,27,24,0.94,2500.0
2019,27,25,0.98,2884.61
2019,28,1,0.02,108.0
2019,28,2,0.06,200.0
2019,28,3,0.1,275.28259667848096
2019,28,4,0.14,323.07
2019,28,5,0.18,364.0168586541945
2019,28,6,0.22,400.0
2019,28,7,0.26,450.0
2019,28,8,0.3,480.0
2019,28,9,0.34,520.0
2019,28,10,0.38,563.2
2019,28,11,0.42,600.0
2019,28,12,0.46,640.0
2019,28,13,0.5,682.9519778387703
2019,28,14,0.54,720.0
2019,28,15,0.58,769.0
2019,28,16,0.62,807.69
2019,28,17,0.66,880.0
2019,28,18,0.7,961.0
2019,28,19,0.74,1010.3835973287183
2019,28,20,0.78,1100.0701108737144
2019,28,21,0.82,1200.0
2019,28,22,0.86,1346.15
2019,28,23,0.9,1614.2692825194622
2019,28,24,0.94,2000.0
2019,28,25,0.98,2884.61
2019,29,1,0.02,96.0
2019,29,2,0.06,200.0
2019,29,3,0.1,285.0
2019,29,4,0.14,351.36577073441345
2019,29,5,0.18,400.0
2019,29,6,0.22,460.0
2019,29,7,0.26,500.0
2019,29,8,0.3,557.1965436518016
2019,29,9,0.34,600.0
2019,29,10,0.38,640.0
2019,29,11,0.42,691.9043624789718
2019,29,12,0.46,736.8984517824349
2019,29,13,0.5,788.0384843879757
2019,29,14,0.54,826.92
2019,29,15,0.58,900.0
2019,29,16,0.62,979.072912471271
2019,29,17,0.66,1057.0
2019,29,18,0.7,1120.0
2019,29,19,0.74,1200.0
2019,29,20,0.78,1300.0
2019,29,21,0.82,1440.1226531254806
2019,29,22,0.86,1557.0
2019,29,23,0.9,1730.76
2019,29,24,0.94,2071.3193511650206
2019,29,25,0.98,2884.61
2019,30,1,0.02,90.3683274297793
2019,30,2,0.06,178.39760512135754
2019,30,3,0.1,240.0
2019,30,4,0.14,300.0
2019,30,5,0.18,369.7857827733018
2019,30,6,0.22,420.0
2019,30,7,0.26,478.384501096518
2019,30,8,0.3,520.0
2019,30,9,0.34,560.0
2019,30,10,0.38,600.0
2019,30,11,0.42,640.0
2019,30,12,0.46,684.0
2019,30,13,0.5,731.0008339065138
2019,30,14,0.54,780.0
2019,30,15,0.58,840.0
2019,30,16,0.62,903.84
2019,30,17,0.66,961.53
2019,30,18,0.7,1028.6891738235927
2019,30,19,0.74,1115.2145749360911
2019,30,20,0.78,1211.53
2019,30,21,0.82,1346.0
2019,30,22,0.86,1500.0
2019,30,23,0.9,1732.5084101704879
2019,30,24,0.94,2115.38
2019,30,25,0.98,2884.61
2019,31,1,0.02,80.7427809679867
2019,31,2,0.06,180.0
2019,31,3,0.1,262.5
2019,31,4,0.14,350.0
2019,31,5,0.18,414.0
2019,31,6,0.22,475.8025896327542
2019,31,7,0.26,510.0
2019,31,8,0.3,560.0
2019,31,9,0.34,600.0
2019,31,10,0.38,620.0
2019,31,11,0.42,660.0
2019,31,12,0.46,700.0
2019,31,13,0.5,765.0
2019,31,14,0.54,800.0
2019,31,15,0.58,878.3552966568194
2019,31,16,0.62,950.0
2019,31,17,0.66,1000.0
2019,31,18,0.7,1057.69
2019,31,19,0.74,1153.84
2019,31,20,0.78,1259.660214135534
2019,31,21,0.82,1403.84
2019,31,22,0.86,1538.46
2019,31,23,0.9,1730.76
2019,31,24,0.94,2079.814338626274
2019,31,25,0.98,2884.61
2019,32,1,0.02,131.2893662590246
2019,32,2,0.06,229.3066808629114
2019,32,3,0.1,320.0
2019,32,4,0.14,380.0
2019,32,5,0.18,420.5234967318926
2019,32,6,0.22,480.0
2019,32,7,0.26,525.0
2019,32,8,0.3,560.0
2019,32,9,0.34,600.0
2019,32,10,0.38,629.5206672597355
2019,32,11,0.42,673.0
2019,32,12,0.46,720.0
2019,32,13,0.5,769.0
2019,32,14,0.54,807.69
2019,32,15,0.58,880.0
2019,32,16,0.62,957.9874580961209
2019,32,17,0.66,1000.0
2019,32,18,0.7,1100.0
2019,32,19,0.74,1200.0
2019,32,20,0.78,1288.46
2019,32,21,0.82,1423.07
2019,32,22,0.86,1538.46
2019,32,23,0.9,1800.0
2019,32,24,0.94,2178.0630508130394
2019,32,25,0.98,2884.61
2019,33,1,0.02,96.0
2019,33,2,0.06,184.81373522353087
2019,33,3,0.1,294.0
2019,33,4,0.14,385.0
2019,33,5,0.18,461.53
2019,33,6,0.22,520.0
2019,33,7,0.26,587.0945729408143
2019,33,8,0.3,640.0
2019,33,9,0.34,680.0
2019,33,10,0.38,729.2176592102668
2019,33,11,0.42,770.9398981183399
2019,33,12,0.46,840.0
2019,33,13,0.5,885.4643467644399
2019,33,14,0.54,961.0
2019,33,15,0.58,1014.4493408507968
2019,33,16,0.62,1108.391132668536
2019,33,17,0.66,1200.0
2019,33,18,0.7,1288.46
2019,33,19,0.74,1400.0
2019,33,20,0.78,1538.46
2019,33,21,0.82,1730.0
2019,33,22,0.86,1923.07
2019,33,23,0.9,2211.53
2019,33,24,0.94,2692.3
2019,33,25,0.98,2884.61
2019,34,1,0.02,100.0
2019,34,2,0.06,221.0506954046716
2019,34,3,0.1,312.5
2019,34,4,0.14,400.0
2019,34,5,0.18,461.0
2019,34,6,0.22,500.0
2019,34,7,0.26,560.0
2019,34,8,0.3,600.0
2019,34,9,0.34,661.3684164604498
2019,34,10,0.38,720.0
2019,34,11,0.42,769.0
2019,34,12,0.46,840.0
2019,34,13,0.5,912.0
2019,34,14,0.54,995.7565304035409
2019,34,15,0.58,1060.0
2019,34,16,0.62,1153.84
2019,34,17,0.66,1269.0
2019,34,18,0.7,1400.0
2019,34,19,0.74,1538.46
2019,34,20,0.78,1725.9722657463449
2019,34,21,0.82,1923.0
2019,34,22,0.86,2115.38
2019,34,23,0.9,2500.0
2019,34,24,0.94,2884.61
2019,34,25,0.98,2884.61
2019,35,1,0.02,125.0
2019,35,2,0.06,200.0
2019,35,3,0.1,250.0
2019,35,4,0.14,315.0
2019,35,5,0.18,360.0
2019,35,6,0.22,400.0
2019,35,7,0.26,437.9000574420029
2019,35,8,0.3,480.0
2019,35,9,0.34,516.3527242441794
2019,35,10,0.38,563.3470742805232
2019,35,11,0.42,600.0
2019,35,12,0.46,658.9100895468441
2019,35,13,0.5,694.3374771190348
2019,35,14,0.54,750.0
2019,35,15,0.58,800.0
2019,35,16,0.62,865.38
2019,35,17,0.66,923.07
2019,35,18,0.7,1000.0
2019,35,19,0.74,1100.0
2019,35,20,0.78,1240.0
2019,35,21,0.82,1346.15
2019,35,22,0.86,1480.0
2019,35,23,0.9,1692.0
2019,35,24,0.94,2115.38
2019,35,25,0.98,2884.61
2019,36,1,0.02,125.0
2019,36,2,0.06,237.5
2019,36,3,0.1,315.0
2019,36,4,0.14,395.3108925508558
2019,36,5,0.18,450.0
2019,36,6,0.22,500.0
2019,36,7,0.26,552.0
2019,36,8,0.3,600.0
2019,36,9,0.34,640.0
2019,36,10,0.38,680.0
2019,36,11,0.42,738.0
2019,36,12,0.46,792.9689779089387
2019,36,13,0.5,865.0
2019,36,14,0.54,953.199279957833
2019,36,15,0.58,1000.0
2019,36,16,0.62,1120.0
2019,36,17,0.66,1200.0
2019,36,18,0.7,1307.69
