statefips,statename,stateabb,year_only,min_mw,min_fed_mw,mw_above_fed,impl_year,medicaid_expanded,rtw
48,Texas,TX,2017,7.25,7.25,0,,0,1
48,Texas,TX,2018,7.25,7.25,0,,0,1
48,Texas,TX,2019,7.25,7.25,0,,0,1
49,Utah,UT,2010,7.25,7.25,0,2020.0,0,1
49,Utah,UT,2011,7.25,7.25,0,2020.0,0,1
49,Utah,UT,2012,7.25,7.25,0,2020.0,0,1
49,Utah,UT,2013,7.25,7.25,0,2020.0,0,1
49,Utah,UT,2014,7.25,7.25,0,2020.0,0,1
49,Utah,UT,2015,7.25,7.25,0,2020.0,0,1
49,Utah,UT,2016,7.25,7.25,0,2020.0,0,1
49,Utah,UT,2017,7.25,7.25,0,2020.0,0,1
49,Utah,UT,2018,7.25,7.25,0,2020.0,0,1
49,Utah,UT,2019,7.25,7.25,0,2020.0,0,1
51,Virginia,VA,2010,7.25,7.25,0,2014.0,0,1
51,Virginia,VA,2011,7.25,7.25,0,2014.0,0,1
51,Virginia,VA,2012,7.25,7.25,0,2014.0,0,1
51,Virginia,VA,2013,7.25,7.25,0,2014.0,0,1
51,Virginia,VA,2014,7.25,7.25,0,2014.0,1,1
51,Virginia,VA,2015,7.25,7.25,0,2014.0,1,1
51,Virginia,VA,2016,7.25,7.25,0,2014.0,1,1
51,Virginia,VA,2017,7.25,7.25,0,2014.0,1,1
51,Virginia,VA,2018,7.25,7.25,0,2014.0,1,1
51,Virginia,VA,2019,7.25,7.25,0,2014.0,1,1
50,Vermont,VT,2010,8.06,7.25,1,2019.0,0,0
50,Vermont,VT,2011,8.15,7.25,1,2019.0,0,0
50,Vermont,VT,2012,8.46,7.25,1,2019.0,0,0
50,Vermont,VT,2013,8.6,7.25,1,2019.0,0,0
50,Vermont,VT,2014,8.73,7.25,1,2019.0,0,0
50,Vermont,VT,2015,9.15,7.25,1,2019.0,0,0
50,Vermont,VT,2016,9.6,7.25,1,2019.0,0,0
50,Vermont,VT,2017,10.0,7.25,1,2019.0,0,0
50,Vermont,VT,2018,10.5,7.25,1,2019.0,0,0
50,Vermont,VT,2019,10.78,7.25,1,2019.0,1,0
53,Washington,WA,2010,8.55,7.25,1,2014.0,0,0
53,Washington,WA,2011,8.67,7.25,1,2014.0,0,0
53,Washington,WA,2012,9.04,7.25,1,2014.0,0,0
53,Washington,WA,2013,9.19,7.25,1,2014.0,0,0
53,Washington,WA,2014,9.32,7.25,1,2014.0,1,0
53,Washington,WA,2015,9.47,7.25,1,2014.0,1,0
53,Washington,WA,2016,9.47,7.25,1,2014.0,1,0
53,Washington,WA,2017,11.0,7.25,1,2014.0,1,0
53,Washington,WA,2018,11.5,7.25,1,2014.0,1,0
53,Washington,WA,2019,12.0,7.25,1,2014.0,1,0
55,Wisconsin,WI,2010,7.25,7.25,0,2014.0,0,0
55,Wisconsin,WI,2011,7.25,7.25,0,2014.0,0,0
55,Wisconsin,WI,2012,7.25,7.25,0,2014.0,0,0
55,Wisconsin,WI,2013,7.25,7.25,0,2014.0,0,0
55,Wisconsin,WI,2014,7.25,7.25,0,2014.0,1,0
55,Wisconsin,WI,2015,7.25,7.25,0,2014.0,1,1
55,Wisconsin,WI,2016,7.25,7.25,0,2014.0,1,1
55,Wisconsin,WI,2017,7.25,7.25,0,2014.0,1,1
55,Wisconsin,WI,2018,7.25,7.25,0,2014.0,1,1
55,Wisconsin,WI,2019,7.25,7.25,0,2014.0,1,1
54,West Virginia,WV,2010,7.25,7.25,0,,0,0
54,West Virginia,WV,2011,7.25,7.25,0,,0,0
54,West Virginia,WV,2012,7.25,7.25,0,,0,0
54,West Virginia,WV,2013,7.25,7.25,0,,0,0
54,West Virginia,WV,2014,7.25,7.25,0,,0,0
54,West Virginia,WV,2015,8.0,7.25,1,,0,0
54,West Virginia,WV,2016,8.75,7.25,1,,0,1
54,West Virginia,WV,2017,8.75,7.25,1,,0,1
54,West Virginia,WV,2018,8.75,7.25,1,,0,1
54,West Virginia,WV,2019,8.75,7.25,1,,0,1
56,Wyoming,WY,2010,7.25,7.25,0,,0,1
56,Wyoming,WY,2011,7.25,7.25,0,,0,1
56,Wyoming,WY,2012,7.25,7.25,0,,0,1
56,Wyoming,WY,2013,7.25,7.25,0,,0,1
56,Wyoming,WY,2014,7.25,7.25,0,,0,1
56,Wyoming,WY,2015,7.25,7.25,0,,0,1
56,Wyoming,WY,2016,7.25,7.25,0,,0,1
56,Wyoming,WY,2017,7.25,7.25,0,,0,1
56,Wyoming,WY,2018,7.25,7.25,0,,0,1
56,Wyoming,WY,2019,7.25,7.25,0,,0,1
